Video ID,Playlist video creation timestamp
9-fZHRBXI5Y,2010-06-22T11:13:24+00:00
8Fpbh1cXJoo,2010-06-22T11:13:49+00:00
TeZ2xZUTKws,2010-06-22T11:14:05+00:00





