Channel ID,Channel auto-moderation in live chat,Video default allowed comments type,Video default targeted audience,Video default licence,Video default location latitude,Video default location longitude
UCwHoqnNsoYQbI13oy6s8HHQ,false,Not set,Not set,Not set,0,0





