Video ID,Approx duration (ms),Video category,Video description (original),Channel ID,Video title (original),Privacy,Video state,Video create timestamp,Video publish timestamp
1Ov3VR5qDWI,70000,People,I have programmed a drone to pick up items without wasting any.,UCwHoqnNsoYQbI13oy6s8HHQ,gameplay The Farmer Was Replaced,Public,Processed,2023-09-01T17:23:22+00:00,2023-09-01T17:29:28+00:00





