Video ID,Playlist video creation timestamp
NY7qIRH0eLo,2012-09-27T09:53:09+00:00
nnNQoggSl0U,2012-09-27T10:03:46+00:00
Nqqx5uF8Ip0,2012-10-23T13:47:40+00:00
2L2nM04hbxw,2014-05-24T07:32:08+00:00
u1ZB_rGFyeU,2014-11-20T20:35:46+00:00





