Video ID,Playlist video creation timestamp
B96rOwZZLKk,2010-10-04T08:55:15+00:00
9x4CaaJFCYk,2010-10-04T08:55:30+00:00
4l9GE_eaMSs,2010-10-10T15:42:02+00:00





